customerid,firstpurchasedate,lastpurchasedate,totalpurchases,totalrevenue,referralsource,churnindicator,discountsused,productcategory,responsetolastcampaign,feedbackscore,preferredpaymentmethod,supportticketsraised,hasloyaltycard,frequency
39476,2021-06-07,2022-05-12,25,7754,Traditional media outreach,0,6,O99,purchased,4.792864987102471,cash,0,no,7
23788,2021-05-16,2022-07-06,27,4625,Event sponsorships,1,4,R20,opened mail,4.937737469895422,cash,0,no,15
37773,2020-02-23,2023-08-06,30,9293,Online advertisements,0,6,T46,ignored,4.7791372567976,debit card,0,no,3
38462,2022-06-23,2022-12-31,25,11422,Word of mouth,0,1,X15,ignored,4.605578677030762,credit card,0,no,2
11888,2019-02-28,2023-08-23,20,10000,Event sponsorships,1,1,Q40,opened mail,5.0,cash,0,no,8
8016,2022-03-17,2022-04-02,13,12396,Social media promotions,0,3,J36,ignored,3.525747914095261,debit card,0,no,13
8125,2021-11-02,2022-01-15,9,12083,Traditional media outreach,0,6,W36,purchased,5.0,cash,1,no,9
28865,2021-02-02,2021-04-02,3,9042,Traditional media outreach,0,5,H98,purchased,5.0,cash,1,no,3
38468,2019-03-20,2023-01-13,7,12079,In-store promotions,0,3,O43,opened mail,1.3869610795177372,cash,0,yes,5
36058,2019-10-08,2022-08-22,7,12608,Online advertisements,1,0,I94,ignored,5.0,debit card,0,no,6
28981,2020-05-24,2021-05-19,13,11739,Social media promotions,0,6,N96,ignored,4.381609217982725,debit card,0,no,8
28586,2021-08-02,2023-02-05,27,6605,In-store promotions,1,4,O41,opened mail,2.824149405199891,cash,0,yes,2
15735,2019-08-25,2023-04-07,32,5469,Online advertisements,0,4,J76,ignored,4.333317815165242,debit card,0,no,9
43178,2022-05-26,2022-08-02,30,7844,Word of mouth,0,4,T25,ignored,5.0,credit card,0,no,30
19886,2019-06-06,2020-12-01,9,5460,Influencer endorsements,0,2,Y46,ignored,1.6154884193426575,debit card,0,yes,5
19283,2019-09-27,2020-03-10,10,6727,Event sponsorships,0,1,D96,opened mail,5.0,cash,0,no,1
26250,2019-05-01,2021-03-11,24,7820,Influencer endorsements,1,3,G15,ignored,4.948207061815465,apple pay,0,no,19
30528,2019-11-24,2020-03-01,10,4701,Influencer endorsements,1,4,O09,ignored,5.0,debit card,0,no,9
10114,2019-11-10,2021-02-12,21,5006,Word of mouth,0,0,X41,ignored,2.507820014690802,credit card,0,yes,12
15284,2021-07-06,2022-01-16,24,7570,Influencer endorsements,0,4,V47,ignored,5.0,debit card,0,no,13
43325,2023-01-29,2023-07-26,15,5099,Traditional media outreach,1,5,N28,purchased,5.0,eft,<2,no,5
48438,2019-08-20,2021-07-01,27,9488,Word of mouth,0,1,Z25,ignored,5.0,credit card,0,no,23
21594,2020-04-23,2021-10-12,22,4590,Email campaigns,0,6,J95,ignored,5.0,debit card,0,no,7
46960,2019-11-21,2023-04-18,24,5380,In-store promotions,0,1,W82,opened mail,5.0,cash,0,no,17
16398,2019-05-15,2021-02-24,15,7375,Influencer endorsements,1,6,U49,opened mail,2.1132257922512174,google pay,0,yes,9
20962,2019-06-27,2021-02-13,20,10502,Influencer endorsements,1,6,N82,ignored,4.5967882300144405,apple pay,0,no,5
17212,2020-04-30,2020-10-04,17,5584,Influencer endorsements,1,3,H59,ignored,4.3540658617935835,apple pay,0,no,8
14679,2021-04-06,2022-06-12,30,7727,Online advertisements,0,2,M15,ignored,4.464225166189199,debit card,0,no,7
14440,2019-09-21,2022-03-27,27,7794,Online advertisements,0,6,I55,ignored,4.328079217897167,debit card,0,no,17
40513,2019-08-09,2023-07-23,34,6216,In-store promotions,1,6,L31,opened mail,4.404725311444936,cash,0,no,26
19682,2019-07-20,2022-10-15,33,10254,In-store promotions,1,3,S52,opened mail,4.8226463471463,cash,0,no,20
15783,2020-05-12,2020-12-22,12,11109,In-store promotions,1,4,U07,opened mail,5.0,cash,0,no,11
23794,2022-07-13,2022-11-07,30,4969,Event sponsorships,1,5,S83,opened mail,2.9973445492834982,cash,0,yes,11
31060,2020-11-24,2021-07-24,14,9842,Email campaigns,0,0,R89,ignored,5.0,debit card,0,no,7
18363,2019-04-24,2021-03-08,27,6295,Email campaigns,1,3,M05,ignored,4.273666254101826,debit card,0,no,2
25068,2021-09-15,2023-06-22,19,7133,In-store promotions,0,2,P88,opened mail,5.0,cash,0,no,3
39042,2020-03-12,2022-02-19,17,8263,Influencer endorsements,1,3,L54,ignored,5.0,debit card,0,no,16
18259,2020-03-26,2022-11-04,19,11855,Influencer endorsements,0,1,S46,ignored,4.843259480647743,apple pay,0,no,5
42043,2021-01-18,2023-04-18,17,8414,In-store promotions,1,4,E49,opened mail,4.027287650650566,cash,0,no,6
34133,2019-06-30,2021-01-10,24,6086,In-store promotions,1,4,I66,opened mail,4.230181278871258,cash,0,no,12
28635,2020-11-22,2022-04-20,17,7409,Online advertisements,1,6,W88,ignored,4.904918420344267,debit card,0,no,3
27643,2019-12-25,2021-06-16,27,12206,Online advertisements,1,4,J37,ignored,5.0,debit card,0,no,7
7549,2020-06-06,2021-05-16,17,4554,Word of mouth,0,4,T80,ignored,5.0,credit card,0,no,3
41763,2021-08-20,2022-05-31,17,5809,Influencer endorsements,1,4,B69,ignored,2.2191449682325803,debit card,0,yes,2
42628,2023-04-08,2023-08-25,3,5184,Word of mouth,0,4,Z74,ignored,2.8626181017594305,credit card,0,yes,2
15424,2019-08-29,2020-08-07,28,12496,Social media promotions,0,0,C68,ignored,4.893757508277046,debit card,0,no,19
36306,2019-06-29,2020-01-07,22,11960,Influencer endorsements,0,2,L69,ignored,2.256131090962115,debit card,0,yes,7
33629,2021-06-24,2022-05-10,23,11743,Online advertisements,0,6,B72,ignored,5.0,debit card,0,no,11
24265,2020-11-05,2022-05-06,21,11606,Influencer endorsements,1,4,J15,ignored,3.834595738628317,debit card,0,no,5
34209,2020-05-14,2020-05-21,1,9996,Word of mouth,0,6,O71,ignored,5.0,credit card,0,no,1
32416,2019-07-04,2020-12-16,7,10201,Word of mouth,0,2,C86,ignored,1.8139161065660845,credit card,0,yes,1
24986,2020-05-07,2023-01-12,19,7206,In-store promotions,0,5,G91,opened mail,4.518398190787969,cash,0,no,19
36873,2022-09-17,2022-10-16,30,4937,Online advertisements,1,4,L22,ignored,5.0,debit card,0,no,30
5314,2022-07-12,2023-07-27,12,10386,Word of mouth,1,6,A89,ignored,4.325951543954435,credit card,0,no,2
45753,2019-10-02,2019-10-24,21,6241,Email campaigns,1,3,R14,ignored,5.0,debit card,0,no,21
12379,2019-06-27,2022-01-11,18,11371,Influencer endorsements,1,6,I56,opened mail,5.0,google pay,0,no,12
8115,2020-01-15,2020-12-25,26,10025,Online advertisements,0,4,L28,ignored,4.539354416006896,credit card,0,no,6
18256,2020-10-19,2022-09-20,26,7350,Influencer endorsements,0,1,F34,ignored,2.854585768809481,debit card,0,yes,6
49099,2020-10-13,2021-11-16,23,12392,Word of mouth,1,0,G55,ignored,5.0,credit card,0,no,20
37638,2019-08-05,2023-06-18,27,9180,Word of mouth,0,3,Z29,ignored,5.0,credit card,0,no,4
20529,2021-07-03,2022-08-07,23,6768,Email campaigns,0,3,R25,ignored,5.0,debit card,0,no,21
16327,2019-02-05,2022-11-01,11,11055,Influencer endorsements,0,1,R70,ignored,3.654855667168183,debit card,0,yes,8
28667,2021-07-19,2023-04-11,24,12573,Influencer endorsements,1,4,P49,ignored,5.0,debit card,0,no,5
42372,2021-03-29,2022-09-23,27,8895,Influencer endorsements,1,0,H76,ignored,4.609581296303601,apple pay,0,no,3
18912,2019-10-15,2022-08-26,17,10402,Traditional media outreach,0,3,J66,purchased,5.0,cash,1,no,2
31716,2020-05-01,2020-10-20,31,11014,Email campaigns,1,0,R76,ignored,5.0,debit card,0,no,6
15048,2021-02-05,2021-12-30,6,10319,Online advertisements,1,3,V69,ignored,4.215410705262141,debit card,0,no,6
16032,2022-01-14,2022-05-02,24,5253,In-store promotions,1,4,Q34,opened mail,5.0,cash,0,no,7
23237,2021-07-02,2021-11-14,8,8546,Online advertisements,1,5,P70,ignored,4.833190804435646,credit card,0,no,5
41641,2019-02-12,2019-06-22,20,8169,Social media promotions,1,3,H71,ignored,5.0,debit card,0,no,4
21837,2019-06-07,2022-07-14,24,4974,Word of mouth,0,5,D59,ignored,4.252469297521279,credit card,0,no,2
33491,2019-12-25,2022-03-02,12,5548,Word of mouth,1,3,N98,ignored,5.0,credit card,0,no,6
45395,2021-04-29,2023-01-05,22,10693,Traditional media outreach,0,2,G84,purchased,2.9491321529166643,cash,1,yes,17
43456,2019-08-30,2022-08-21,22,10857,In-store promotions,0,4,U73,opened mail,5.0,cash,0,no,11
32001,2022-04-03,2023-05-11,31,11909,Influencer endorsements,1,1,C91,ignored,5.0,apple pay,0,no,19
29461,2019-07-28,2020-03-13,16,9177,Social media promotions,0,5,Z87,ignored,4.78168120795962,debit card,0,no,9
32456,2019-07-05,2022-12-09,16,8254,Online advertisements,0,1,Z98,ignored,4.69927479533539,credit card,0,no,12
6603,2019-03-29,2022-04-04,32,6891,Word of mouth,0,4,J70,ignored,5.0,credit card,0,no,1
15476,2020-04-19,2022-03-23,21,7524,Online advertisements,1,6,N46,ignored,4.984904249134912,credit card,0,no,9
43846,2020-10-23,2022-06-20,28,10091,Influencer endorsements,1,1,R58,ignored,5.0,debit card,0,no,17
28627,2020-08-23,2020-09-12,27,7451,Influencer endorsements,0,4,Y12,ignored,4.500779490940602,apple pay,0,no,27
25166,2021-10-06,2023-08-10,19,4404,Influencer endorsements,1,1,A85,ignored,5.0,paypal,0,no,6
38444,2020-09-09,2023-01-17,26,9622,Online advertisements,1,5,X20,ignored,1.8986727555636378,credit card,0,yes,16
15962,2023-01-19,2023-04-16,29,9715,Traditional media outreach,1,2,V93,purchased,4.243963481418564,cash,0,no,29
21196,2019-05-18,2020-07-14,11,9269,Influencer endorsements,1,1,K19,opened mail,4.285768900219902,google pay,0,no,3
25295,2019-10-15,2021-01-21,20,5276,Influencer endorsements,0,5,H40,ignored,4.122410806686567,debit card,0,no,20
24876,2019-06-27,2022-07-08,28,11427,Influencer endorsements,0,3,X14,ignored,4.75911909558426,debit card,0,no,4
26229,2022-03-15,2023-01-07,27,8542,Social media promotions,1,4,R79,ignored,4.595549280405853,debit card,0,no,15
10080,2020-06-23,2020-06-27,4,11366,Online advertisements,1,0,K71,ignored,5.0,credit card,0,no,4
15840,2021-09-15,2023-03-11,24,11479,Online advertisements,0,6,K04,ignored,5.0,debit card,0,no,19
14877,2019-05-13,2021-10-12,26,12387,Influencer endorsements,0,0,K90,opened mail,5.0,google pay,0,no,26
18988,2019-07-06,2020-10-22,10,11199,Word of mouth,1,4,J49,ignored,2.765458447246864,credit card,0,yes,3
26531,2021-08-05,2023-06-03,31,8865,Word of mouth,0,2,W06,ignored,5.0,credit card,0,no,22
37417,2021-06-30,2021-12-31,19,5035,Word of mouth,1,1,O93,ignored,3.801347143961712,credit card,0,no,7
46243,2019-07-04,2020-01-07,20,6093,Word of mouth,1,2,K11,ignored,5.0,credit card,0,no,8
17630,2020-05-24,2021-05-05,7,9152,In-store promotions,0,0,W46,opened mail,4.758138461509287,cash,0,no,2
35889,2020-04-17,2022-05-05,21,5230,Influencer endorsements,0,6,Q50,ignored,4.033730107457719,apple pay,0,no,20
30542,2021-09-17,2022-10-22,9,9577,Social media promotions,1,5,U21,ignored,4.551164601473653,debit card,0,no,7
28391,2019-07-14,2020-07-12,8,10349,Word of mouth,1,6,O07,ignored,5.0,credit card,0,no,1
22782,2020-02-15,2023-06-26,21,7238,Social media promotions,0,4,F28,ignored,3.9812446006823907,debit card,0,yes,8
12635,2021-04-14,2022-10-05,8,5550,Social media promotions,1,4,I19,ignored,5.0,debit card,0,no,7
6444,2020-03-07,2021-09-28,22,11960,Online advertisements,0,2,A81,ignored,3.4413990910803554,credit card,0,no,18
27270,2021-01-31,2022-08-27,20,6331,Social media promotions,1,5,D21,ignored,5.0,debit card,0,no,8
26724,2020-04-02,2021-04-29,4,6064,Social media promotions,0,2,R00,ignored,5.0,debit card,0,no,1
35180,2020-11-02,2023-04-11,25,5481,Influencer endorsements,0,1,U23,ignored,4.568572153140214,debit card,0,no,11
26167,2022-01-06,2022-12-20,28,4912,Influencer endorsements,0,3,E07,ignored,4.385100678940517,debit card,0,no,9
37381,2022-04-07,2023-02-27,25,12205,Word of mouth,1,5,N74,ignored,5.0,credit card,0,no,5
8923,2021-07-05,2022-06-06,25,9637,Online advertisements,1,3,U51,ignored,5.0,debit card,0,no,6
28942,2020-03-10,2021-04-20,19,4959,Influencer endorsements,0,6,N90,ignored,4.530219047820994,debit card,0,no,18
5399,2020-11-04,2023-07-20,23,8072,Email campaigns,1,1,U85,ignored,5.0,debit card,0,no,12
47710,2020-10-20,2021-12-26,31,11804,In-store promotions,0,3,L90,opened mail,5.0,cash,0,no,5
30299,2020-12-22,2022-08-04,30,7743,Influencer endorsements,0,0,M46,ignored,2.2706971809221477,paypal,0,yes,5
37451,2020-05-08,2021-05-21,18,8470,Word of mouth,1,6,M90,ignored,5.0,credit card,0,no,10
6631,2020-03-27,2021-09-15,6,4980,Word of mouth,1,3,C60,ignored,4.92996357578051,credit card,0,no,3
43436,2019-07-25,2020-05-18,9,11404,Influencer endorsements,0,1,H65,ignored,2.8566938033265643,debit card,0,yes,7
48572,2022-12-03,2023-01-08,28,12530,Word of mouth,1,3,I95,ignored,5.0,credit card,0,no,28
36438,2020-12-31,2021-12-15,16,7547,Influencer endorsements,1,4,L60,ignored,4.826499362301008,debit card,0,no,14
46757,2021-02-22,2021-09-26,26,8649,Traditional media outreach,0,2,S86,purchased,2.42310548127633,cash,0,yes,8
23527,2019-03-13,2023-07-02,16,6079,Influencer endorsements,0,0,T72,ignored,5.0,debit card,0,no,2
40568,2019-09-21,2022-09-28,29,7906,Social media promotions,1,4,L23,ignored,5.0,debit card,0,no,25
17980,2020-09-27,2022-11-23,20,11653,Influencer endorsements,0,4,L40,ignored,5.0,debit card,0,no,14
48626,2020-07-27,2020-08-19,28,7144,Social media promotions,0,1,L63,ignored,5.0,debit card,0,no,28
30888,2019-03-19,2020-04-16,19,9588,Influencer endorsements,1,2,D90,ignored,5.0,debit card,0,no,17
36761,2021-11-25,2022-09-02,10,6541,Traditional media outreach,0,2,V00,purchased,1.1339274931656549,cash,0,yes,2
16206,2019-03-02,2020-01-08,5,11017,Social media promotions,0,5,T85,ignored,4.760533988009695,debit card,0,no,1
21966,2019-09-17,2022-03-31,30,6879,Traditional media outreach,1,6,P53,purchased,5.0,cash,1,no,16
23521,2020-10-02,2022-08-27,30,10884,Event sponsorships,1,0,D36,opened mail,4.5117949942754185,cash,0,no,23
27265,2020-03-20,2021-04-11,12,11821,Online advertisements,0,6,T87,ignored,5.0,credit card,0,no,4
30924,2020-07-30,2023-07-25,7,8852,Word of mouth,0,1,Z63,ignored,5.0,credit card,0,no,5
14459,2019-11-14,2021-06-24,24,10281,Word of mouth,1,0,P26,ignored,4.111568992384827,credit card,0,no,5
38926,2021-07-01,2022-01-27,27,11065,Word of mouth,1,5,F18,ignored,5.0,credit card,0,no,15
48157,2021-09-20,2022-04-23,23,7249,Word of mouth,1,3,J75,ignored,4.7900267616422845,credit card,0,no,13
30691,2020-10-06,2023-03-19,10,11790,Influencer endorsements,1,4,U89,ignored,4.4387115488838,apple pay,0,no,9
19741,2020-05-01,2023-08-29,10,11305,Word of mouth,0,0,V66,ignored,5.0,credit card,0,no,9
39643,2019-04-15,2021-11-19,4,6889,Online advertisements,1,6,A98,ignored,4.556789476918847,debit card,0,no,3
41864,2020-11-17,2021-04-29,19,9011,In-store promotions,1,4,G17,opened mail,4.5816905847476805,cash,0,no,5
48451,2020-11-23,2022-09-15,16,7239,Word of mouth,0,1,I30,ignored,5.0,credit card,0,no,11
26853,2019-09-22,2023-04-23,19,10278,In-store promotions,1,6,W54,opened mail,5.0,cash,0,no,16
20075,2020-08-03,2022-02-15,21,10703,Online advertisements,0,3,D60,ignored,5.0,debit card,0,no,3
23809,2022-05-19,2022-06-03,20,5251,Word of mouth,1,1,T24,ignored,5.0,credit card,0,no,20
25402,2019-12-18,2022-01-11,24,6087,Influencer endorsements,1,3,I37,ignored,5.0,apple pay,0,no,3
10975,2020-05-03,2023-04-19,22,11233,Influencer endorsements,1,3,U50,ignored,4.295126044006077,debit card,0,no,15
40961,2019-02-20,2021-03-26,24,6827,In-store promotions,0,4,B16,opened mail,5.0,cash,0,no,16
19528,2022-05-07,2022-05-14,1,8400,Influencer endorsements,0,1,R26,opened mail,5.0,google pay,0,no,1
6788,2022-07-01,2022-08-30,24,9452,In-store promotions,1,1,M42,opened mail,4.23081173135995,cash,0,no,24
6107,2019-07-11,2023-01-04,20,7138,Online advertisements,0,0,T14,ignored,3.920333561672267,debit card,0,yes,5
46436,2020-05-25,2023-02-17,26,10132,Online advertisements,0,6,H64,ignored,5.0,credit card,0,no,11
48472,2022-01-08,2023-08-20,17,9787,Influencer endorsements,0,1,R03,opened mail,5.0,google pay,0,no,17
11988,2020-05-25,2022-12-01,18,12402,In-store promotions,0,0,P03,opened mail,5.0,cash,0,no,8
6232,2019-10-11,2020-07-05,4,9936,Traditional media outreach,0,2,F12,purchased,5.0,eft,<2,no,1
37319,2019-05-13,2023-03-29,27,8313,Social media promotions,0,2,I07,ignored,5.0,debit card,0,no,6
22521,2021-12-30,2022-11-10,9,5466,Online advertisements,1,2,E37,ignored,5.0,debit card,0,no,8
22362,2019-11-10,2020-08-22,20,12123,Influencer endorsements,1,5,N88,opened mail,5.0,afterpay,0,no,14
49187,2021-07-28,2022-11-07,30,8780,Online advertisements,0,1,B80,ignored,2.036609715842201,debit card,0,yes,20
8375,2020-06-14,2020-12-16,5,8507,Event sponsorships,1,5,A98,opened mail,5.0,cash,0,no,3
46155,2019-12-02,2023-02-08,20,10126,In-store promotions,1,6,O57,opened mail,4.1175670704732275,cash,0,no,16
18022,2019-08-03,2021-06-09,30,7773,Social media promotions,1,1,K10,ignored,5.0,debit card,0,no,21
15628,2020-02-04,2020-10-02,25,6482,Influencer endorsements,1,0,I86,opened mail,4.838851584264377,google pay,0,no,7
8461,2021-03-03,2022-03-02,11,11148,Influencer endorsements,0,5,V90,opened mail,4.623071033402519,google pay,0,no,3
12801,2021-01-03,2021-03-01,25,4817,Word of mouth,1,5,V25,ignored,4.736756345331424,credit card,0,no,25
15700,2021-06-03,2021-10-23,29,8374,Event sponsorships,1,6,N33,opened mail,4.349104115449581,cash,0,no,2
7135,2020-02-01,2022-03-19,20,7667,Email campaigns,0,5,I31,ignored,3.9443976950101414,debit card,0,no,18
10697,2019-05-20,2019-08-13,14,5225,In-store promotions,0,3,N15,opened mail,4.7092620937795004,cash,0,no,14
5004,2019-03-12,2019-10-14,18,12068,Online advertisements,1,0,X37,ignored,5.0,debit card,0,no,7
16380,2021-10-11,2022-03-16,9,10145,In-store promotions,1,2,V82,opened mail,3.426464800227055,cash,0,no,2
16546,2021-08-19,2022-04-17,22,4812,Social media promotions,1,0,D16,ignored,4.918684177943297,debit card,0,no,5
30219,2022-05-01,2022-05-03,3,11943,Word of mouth,1,3,T61,ignored,5.0,credit card,0,no,3
5564,2022-03-19,2022-08-06,16,11987,Event sponsorships,1,6,U47,opened mail,5.0,cash,0,no,11
15044,2020-10-14,2022-10-12,29,5128,Word of mouth,1,6,T49,ignored,3.417035224513171,credit card,0,no,24
44448,2019-06-11,2019-09-04,9,11564,Online advertisements,0,1,O66,ignored,5.0,debit card,0,no,9
34242,2019-02-21,2021-04-17,9,10388,Traditional media outreach,1,0,W61,purchased,5.0,cash,0,no,4
16163,2020-08-22,2023-01-23,20,6904,Traditional media outreach,1,6,B43,purchased,4.607823772141388,cash,0,no,1
33542,2020-01-07,2020-08-26,8,7367,Influencer endorsements,0,5,H05,ignored,4.5013428804247795,debit card,0,no,4
32625,2021-03-15,2022-10-12,12,7186,Influencer endorsements,0,6,I40,ignored,5.0,debit card,0,no,1
31591,2019-09-05,2020-12-20,14,5522,Social media promotions,0,6,V08,ignored,5.0,debit card,0,no,3
22846,2019-05-08,2020-10-21,21,8479,Online advertisements,0,6,W65,ignored,5.0,debit card,0,no,21
28679,2022-05-07,2022-09-07,16,5971,Online advertisements,1,6,M57,ignored,2.948162805020306,debit card,0,yes,8
33577,2020-10-17,2021-06-06,20,9473,Influencer endorsements,1,2,X48,ignored,4.891103144167703,paypal,0,no,15
5297,2021-09-22,2022-09-22,24,9504,Influencer endorsements,1,2,Q34,opened mail,5.0,google pay,0,no,7
9859,2021-06-01,2023-08-24,17,6543,In-store promotions,1,1,D01,opened mail,4.406005773282076,cash,0,no,8
31318,2019-07-08,2021-04-09,12,11206,Influencer endorsements,1,6,X37,opened mail,4.808402299797561,sezzle,0,no,7
23899,2019-12-29,2020-06-07,4,11757,Word of mouth,1,0,N12,ignored,5.0,credit card,0,no,3
44587,2020-07-28,2022-12-14,18,7840,Social media promotions,0,3,L45,ignored,4.54791444367665,debit card,0,no,17
16056,2021-03-29,2023-08-28,18,8166,Word of mouth,1,1,E32,ignored,5.0,credit card,0,no,1
18167,2020-03-07,2022-03-07,16,10044,Influencer endorsements,0,0,K35,ignored,5.0,debit card,0,no,15
45997,2022-12-21,2023-01-23,12,7314,Social media promotions,0,6,U60,ignored,4.51493867958731,debit card,0,no,12
9336,2019-10-07,2021-07-12,27,9368,In-store promotions,1,4,C62,opened mail,5.0,cash,0,no,3
44424,2022-05-18,2022-09-12,19,10317,Online advertisements,0,6,S69,ignored,2.0694169585901374,debit card,0,yes,3
13090,2021-02-13,2022-01-01,22,5128,Word of mouth,1,2,W35,ignored,5.0,credit card,0,no,15
15883,2022-05-11,2023-03-15,23,5765,Word of mouth,0,3,D39,ignored,3.9132442257836337,credit card,0,no,16
8455,2021-03-03,2021-12-12,22,8892,Influencer endorsements,1,5,S35,opened mail,2.4083866600177006,google pay,0,yes,17
32583,2019-09-17,2020-07-25,14,5098,Influencer endorsements,0,3,Y33,ignored,5.0,debit card,0,no,1
